%time,field.data
1460562002110969956,0.0
1460562002160914862,0.0
1460562002210905723,0.0
1460562002260930058,0.0
1460562002310992113,0.0
1460562002361064855,0.0
1460562002410923734,0.0
1460562002460909636,0.0
1460562002510954232,0.0
1460562002560902658,0.0
1460562002610908656,0.0
1460562002660920034,0.0
1460562002710933207,0.0
1460562002760921752,0.0
1460562002810877566,0.0
1460562002860918797,0.0
1460562002910881431,0.0
1460562002960908727,0.0
1460562003010904118,0.0
1460562003060904670,0.0
1460562003110909700,0.0
1460562003160942607,0.0
1460562003210937330,0.0
1460562003261008522,0.0
1460562003310926218,0.0
1460562003360898500,0.0
1460562003410959388,0.0
1460562003460923387,0.0
1460562003510890564,0.0
1460562003560971304,0.0
1460562003611032004,0.0
1460562003660926090,0.0
1460562003711054065,0.0
1460562003760891037,0.0
1460562003810915701,0.0
1460562003860940300,0.0
1460562003910944036,0.0
1460562003960948120,0.0
1460562004010901714,0.0
1460562004060916526,0.0
1460562004110920051,0.0
1460562004160858696,0.0
1460562004210930193,0.0
1460562004260904020,0.0
1460562004310900400,0.0
1460562004360901376,0.0
1460562004410889143,0.0
1460562004460904541,0.0
1460562004510925639,0.0
1460562004560904293,0.0
1460562004610929445,0.0
1460562004660905404,0.0
1460562004710946593,0.0
1460562004760925609,0.0
1460562004810905614,0.0
1460562004861024719,0.0
1460562004910910756,0.0
1460562004960972301,0.0
1460562005010941989,0.0
1460562005060928917,0.0
1460562005110925521,0.0
1460562005160932745,0.0
1460562005210900642,0.0
1460562005260898225,0.0
1460562005310906085,0.0
1460562005360892759,0.0
1460562005410899519,0.0
1460562005460908172,0.0
1460562005510900431,0.0
1460562005560908738,0.0
1460562005610905383,0.0
1460562005660928401,0.0
1460562005710892219,0.0
1460562005760949807,0.0
1460562005810929772,0.0
1460562005860906608,0.0
1460562005910944538,0.0
1460562005960913295,0.0
1460562006010927427,0.0
1460562006060897426,0.0
1460562006111100996,0.0
1460562006160914868,0.0
1460562006210907409,0.0
1460562006260891621,0.0
1460562006310922477,0.0
1460562006360900786,0.0
1460562006410890025,0.0
1460562006460903500,0.0
1460562006510898952,0.0
1460562006560901673,0.0
1460562006610915765,0.0
1460562006660922406,0.0
1460562006710880721,0.0
1460562006760914059,0.0
1460562006810941615,0.0
1460562006860936750,0.0
1460562006910908408,0.0
1460562006960906573,0.0
1460562007010888586,0.0
1460562007060918893,0.0
1460562007110948287,0.0
1460562007160898864,0.0
1460562007210899379,0.0
1460562007260905893,0.0
1460562007310914713,0.0
1460562007360924286,0.0
1460562007410890571,0.0
1460562007460925642,0.0
1460562007510889264,0.0
1460562007560861453,0.0
1460562007610927225,0.0
1460562007660886360,0.0
1460562007710887165,0.0
1460562007760900109,0.0
1460562007810928270,0.0
1460562007860900714,0.0
1460562007910920376,0.0
1460562007960942789,0.0
1460562008011023780,0.0
1460562008060937855,0.0
1460562008110947713,0.0
1460562008160888203,0.0
1460562008210891369,-0.00498700002208
1460562008260892947,0.0772984996438
1460562008310907398,0.0972464978695
1460562008360899974,0.0897660031915
1460562008410911733,0.112207502127
1460562008460919770,0.149609997869
1460562008510918450,0.144622996449
1460562008560902577,0.144623011351
1460562008610896214,0.184518992901
1460562008660903487,0.204466998577
1460562008710965019,0.229402005672
1460562008760873101,0.2368824929
1460562008810928850,0.264310985804
1460562008860911187,0.274284988642
1460562008910940299,0.291739493608
1460562008960919175,0.311687499285
1460562009010959472,0.331635504961
1460562009060919933,0.33911600709
1460562009110896904,0.359063982964
1460562009160875222,0.383998990059
1460562009210925390,0.37651848793
1460562009260918034,0.329141974449
1460562009310952551,0.408933997154
1460562009360944259,0.423895001411
1460562009410888801,0.421401500702
1460562009460921123,0.43386900425
1460562009511049888,0.468778014183
1460562009560913790,0.473765015602
1460562009610892292,0.471271514893
1460562009660937637,0.493712991476
1460562009710968892,0.528622031212
1460562009760932897,0.516154527664
1460562009810900058,0.518648028374
1460562009860962269,0.543583035469
1460562009910908498,0.553556978703
1460562009960925118,0.546076536179
1460562010010959684,0.558544039726
1460562010060922408,0.580985486507
1460562010110910979,0.571011543274
1460562010160885647,0.593452990055
1460562010210930210,0.585972487926
1460562010260944956,0.608413994312
1460562010310955203,0.608413994312
1460562010361013658,0.907634019852
1460562010410898205,0.605920493603
1460562010460932534,0.62088149786
1460562010510941249,0.650803506374
1460562010560978166,0.635842502117
1460562010610931381,0.610907495022
1460562010660953960,0.655790507793
1460562010710908784,0.660777509212
1460562010760922074,0.655790507793
1460562010810875002,0.658284008503
1460562010860911389,0.690699458122
1460562010910892199,0.690699517727
1460562010960946672,0.638336002827
1460562011010875964,0.650803506374
1460562011060907351,0.670751512051
1460562011110946530,0.99739998579
1460562011161006781,0.665764510632
1460562011210899140,0.703167021275
1460562011260963312,0.678232014179
1460562011310948072,0.665764510632
1460562011360910304,0.695686519146
1460562011410937017,0.690699517727
1460562011460939867,0.994906485081
1460562011510937101,0.700673520565
1460562011560894692,0.680725514889
1460562011610913033,0.67573851347
1460562011660885332,0.688205957413
1460562011710923081,0.72560852766
1460562011760887579,0.740569472313
1460562011810892352,0.735582470894
1460562011860896777,0.740569472313
1460562011910891700,0.75553047657
1460562011960921351,0.743062973022
1460562012010888991,0.728101968765
1460562012060886524,0.750543475151
1460562012110904649,1.12456846237
1460562012160893820,0.738075971603
1460562012210895504,0.782958984375
1460562012260894077,0.75553047657
1460562012310916810,0.765504479408
1460562012360918193,0.782958984375
1460562012410896146,0.748049974442
1460562012460905291,0.733088970184
1460562012510894838,0.795426487923
1460562012560972871,0.795426487923
1460562012610901323,0.782958984375
1460562012660894936,0.760517477989
1460562012710919931,0.770491480827
1460562012760903077,0.738075971603
1460562012810899809,0.693192958832
1460562012860879451,0.740569472313
1460562012910881336,0.723114967346
1460562012960954426,0.738075971603
1460562013010928950,0.745556473732
1460562013060888443,0.75553047657
1460562013110928672,0.86275100708
1460562013160951599,0.767997980118
1460562013210879508,0.765504479408
1460562013260902044,0.785452485085
1460562013310922591,0.790439486504
1460562013360878840,0.795426487923
1460562013410908702,0.787945985794
1460562013460899106,0.75802397728
1460562013510944923,0.770491480827
1460562013560926424,0.800413489342
1460562013610916099,0.790439486504
1460562013660912730,0.780465483665
1460562013710930356,0.792932987213
1460562013760932892,0.775478482246
1460562013810947370,0.81038749218
1460562013860906585,1.19189298153
1460562013910900728,0.812880992889
1460562013960895835,0.812880992889
1460562014010905760,0.795426487923
1460562014060937545,0.718127965927
1460562014110901458,0.855270504951
1460562014160894276,0.805400490761
1460562014210896347,0.792932987213
1460562014260878806,0.830335497856
1460562014310893091,0.765504479408
1460562014360905370,0.770491480827
1460562014410956266,0.790439486504
1460562014460900976,0.805400490761
1460562014510923552,1.21184098721
1460562014560940845,0.772984981537
1460562014610902830,0.795426487923
1460562014660900470,0.805400490761
1460562014710890224,0.817867994308
1460562014760886148,0.820361495018
1460562014810925544,0.80789399147
1460562014860934309,1.22929549217
1460562014910887509,0.785452485085
1460562014960893885,0.81038749218
1460562015010892988,0.855270504951
1460562015060909739,0.80789399147
1460562015110904627,0.902647018433
1460562015160903478,0.825348496437
1460562015210917537,0.772984981537
1460562015260905759,0.820361495018
1460562015310904953,0.80789399147
1460562015360896877,0.835322499275
1460562015410887185,0.80789399147
1460562015460944549,0.830335497856
1460562015510895001,1.18690598011
1460562015560957240,0.815374493599
1460562015610952746,0.855270504951
1460562015660930114,0.805400490761
1460562015710888291,0.790439486504
1460562015760923836,0.790439486504
1460562015810917354,0.760517477989
1460562015860880805,0.750543475151
1460562015910884767,0.760517477989
1460562015960879521,0.728101968765
1460562016010942775,0.713140964508
1460562016060941736,0.698180019855
1460562016110898447,0.715634465218
1460562016160888341,0.710647523403
1460562016210924502,0.708154022694
1460562016260897563,0.718127965927
1460562016311110610,0.705660521984
1460562016360906389,0.708153963089
1460562016410901974,0.730595469475
1460562016460879599,0.75553047657
1460562016510930874,0.735582470894
1460562016560915198,0.725608468056
1460562016610896388,0.720621526241
1460562016660906758,0.763010978699
1460562016710896994,0.70316696167
1460562016760886159,0.728101968765
1460562016810931258,0.693193018436
1460562016860953495,0.690699517727
1460562016910907279,0.720621466637
1460562016960944190,0.713141024113
1460562017011016112,0.710647523403
1460562017060910100,0.703167021275
1460562017110904710,0.688206017017
1460562017160899014,0.678232014179
1460562017210906171,0.718127965927
1460562017260931007,1.03978943825
1460562017310947514,0.723114967346
1460562017360939405,0.648310005665
1460562017410902130,0.678232014179
1460562017460903548,0.698180019855
1460562017510896855,0.670751512051
1460562017560917684,0.658284008503
1460562017610900612,0.683219015598
1460562017660893839,0.648310005665
1460562017711040734,0.658284008503
1460562017760940898,0.625868499279
1460562017811045813,0.643323004246
1460562017860923164,0.62088149786
1460562017910938814,0.932569026947
1460562017960956286,0.615894496441
1460562018010965455,0.598439991474
1460562018060929452,0.61838799715
1460562018110975270,0.693192958832
1460562018160886617,0.605920493603
1460562018211016296,0.62088149786
1460562018261032412,0.608413994312
1460562018310897731,0.615894496441
1460562018360950027,0.937556028366
1460562018410875917,0.643323004246
1460562018460943848,0.62088149786
1460562018510918139,0.62088149786
1460562018560898926,0.635842502117
1460562018610894336,0.658284008503
1460562018660915120,0.688205957413
1460562018710925243,0.600933492184
1460562018760955398,0.613400995731
1460562018810891048,0.635842502117
1460562018860904807,0.595946490765
1460562018910933159,0.610907495022
1460562018960910056,0.588465988636
1460562019010915985,0.887686014175
1460562019060934892,0.573504984379
1460562019110877040,0.598439991474
1460562019160942875,0.583478987217
1460562019210952647,0.556050479412
1460562019260905962,0.561037480831
1460562019310908488,0.556050479412
1460562019360899465,0.548569977283
1460562019410918227,0.501193523407
1460562019460904700,0.551063537598
1460562019510948794,0.571011483669
1460562019560910818,0.571011483669
1460562019610912309,0.558543980122
1460562019660895336,0.558543980122
1460562019710897018,0.543583035469
1460562019760882766,0.541089475155
1460562019810896015,0.548570036888
1460562019860893089,0.543582975864
1460562019910909128,0.51615446806
1460562019960902377,0.51366096735
1460562020010898111,0.543582975864
1460562020060896345,0.543582975864
1460562020110898510,0.553556978703
1460562020160912316,0.563530981541
1460562020210967941,0.571011483669
1460562020260881394,0.558544039726
1460562020310911558,0.551063477993
1460562020360894410,0.578491985798
1460562020410909400,0.598439991474
1460562020460924112,0.605920493603
1460562020510931483,0.593452990055
1460562020560867248,0.598439991474
1460562020610927278,0.603426992893
1460562020660888494,0.578491985798
1460562020710887484,0.593452990055
1460562020760935004,0.892673015594
1460562020810922214,0.61838799715
1460562020860941253,0.663270950317
1460562020910916366,0.605920493603
1460562020960909997,0.593452990055
1460562021010905957,0.590959489346
1460562021060887733,0.593452990055
1460562021110882201,0.585972487926
1460562021160919914,0.61838799715
1460562021210930285,0.580985486507
1460562021260905835,0.583478987217
1460562021310938695,0.575998485088
1460562021360883027,0.573504984379
1460562021410931105,0.877712011337
1460562021460958235,0.578491985798
1460562021510890767,0.563530981541
1460562021560905421,0.56602448225
1460562021611039617,0.561037480831
1460562021660900127,0.558543980122
1460562021710911469,0.573504984379
1460562021760932485,0.86524450779
1460562021810899595,0.575998485088
1460562021860937934,0.608413994312
1460562021910913058,0.593452990055
1460562021960901399,0.613400995731
1460562022010917588,0.61838799715
1460562022060911934,0.623374998569
1460562022110938651,0.645816504955
1460562022160877831,0.643323004246
1460562022210890622,0.645816504955
1460562022260899139,0.623374998569
1460562022310922919,0.628361999989
1460562022360932998,0.648310005665
1460562022410947581,0.91760802269
1460562022460906082,0.585972487926
1460562022510930340,0.593452990055
1460562022560914189,0.603426992893
1460562022610940593,0.595946490765
1460562022660904285,0.580985486507
1460562022711049897,0.623374998569
1460562022760922495,0.583478987217
1460562022810968557,0.588465988636
1460562022860909332,0.590959489346
1460562022910895919,0.583478987217
1460562022960885416,0.675738453865
1460562023010904310,0.556050479412
1460562023060924188,0.558543980122
1460562023110931193,0.553556978703
1460562023160889700,0.551063477993
1460562023210929011,0.575998485088
1460562023260928702,0.503687024117
1460562023310886161,0.503687024117
1460562023360932255,0.48373901844
1460562023410926564,0.491219490767
1460562023460939764,0.438856005669
1460562023510933570,0.403946995735
1460562023561056125,0.413920998573
1460562023610919390,0.383998990059
1460562023660890198,0.341609507799
1460562023710907189,0.321661502123
1460562023760902585,0.299219995737
1460562023810913981,0.271791487932
1460562023860888689,0.251843512058
1460562023910884621,0.224415004253
1460562023960908395,0.211947500706
1460562024010927777,0.147116497159
1460562024060915460,0.152103498578
1460562024110884804,0.134649008512
1460562024160902752,0.167064502835
1460562024211006092,0.0748049989343
1460562024260895043,0.0573505014181
1460562024310937689,0.0274285003543
1460562024360941078,0.00498700002208
1460562024410917771,-0.0149609996006
1460562024460920066,-0.0149609996006
1460562024510938426,-0.0299219992012
1460562024560923675,-0.0448829978704
1460562024610890444,-0.0723114982247
1460562024660937923,-0.0673245042562
1460562024710936188,-0.0673245042562
1460562024760918527,-0.0648310035467
1460562024810924524,-0.09475299716
1460562024860894083,-0.0598439984024
1460562024910884036,-0.0623375028372
1460562024960883558,-0.0598439984024
1460562025010931400,-0.0548570007086
1460562025060898642,-0.052363499999
1460562025110904795,-0.052363499999
1460562025160951305,-0.0698180049658
1460562025210946042,-0.0398960001767
1460562025260940874,-0.0349089987576
1460562025311068075,-0.0299219992012
1460562025360906600,-0.0224414989352
1460562025410877902,-0.0174544993788
1460562025460871332,-0.0124674998224
1460562025510899123,-0.00498700002208
1460562025560930923,0.0
1460562025610921833,0.0
1460562025660895425,0.00498700002208
1460562025710911392,0.00249350001104
1460562025760902248,0.00249350001104
1460562025810895194,0.0
1460562025860917637,0.0
1460562025910880469,-0.00249350001104
1460562025960903916,-0.00249350001104
1460562026010979803,-0.00249350001104
1460562026060900344,0.0
1460562026110886683,0.0
1460562026160887979,0.0
1460562026210956283,0.0
1460562026260917532,0.0
1460562026310861214,0.0
1460562026360908826,0.0
1460562026410910749,0.0
1460562026460890296,0.0
1460562026510900457,0.0
1460562026560921357,0.0
1460562026610891589,0.0
1460562026660915037,-0.00249350001104
1460562026710905331,0.0
1460562026760886930,0.0
1460562026810904772,0.0
1460562026860888688,0.0
1460562026910891920,0.0
1460562026960886105,0.0
1460562027010911202,0.0
1460562027060912813,0.0
1460562027110893172,0.0
1460562027160918631,0.0
1460562027210883919,0.0
1460562027260903468,0.0
1460562027310925862,0.0
1460562027360920918,0.0
1460562027410928022,0.0
1460562027460888249,0.0
1460562027510891448,0.0
1460562027560924593,0.0
1460562027610923976,-0.00249350001104
1460562027660939739,0.0
1460562027710906008,0.0
1460562027760915730,0.0
1460562027810897873,0.0
1460562027861040607,0.0
1460562027910937244,0.0
1460562027960936216,0.0
1460562028010899128,0.0
1460562028060894313,0.0
1460562028110917009,0.0
1460562028160936147,0.0
1460562028210892218,0.0
1460562028260961926,0.0
1460562028310914037,0.0
1460562028360932659,0.00249350001104
1460562028411020850,0.00997400004417
1460562028460896680,0.0274285003543
1460562028510928983,0.0299219992012
1460562028560892193,0.0498699992895
1460562028610954323,0.0573505014181
1460562028660919498,0.109714001417
