%time,field.data
1460562002110976547,1400.0
1460562002160898443,1400.0
1460562002210902829,1400.0
1460562002260924089,1400.0
1460562002310986364,1400.0
1460562002361042857,1400.0
1460562002410913582,1400.0
1460562002460909121,1400.0
1460562002510951815,1400.0
1460562002560915661,1400.0
1460562002610899102,1400.0
1460562002660916198,1400.0
1460562002710927728,1400.0
1460562002760918891,1400.0
1460562002810873190,1400.0
1460562002860901358,1400.0
1460562002910877492,1400.0
1460562002960896459,1400.0
1460562003010906237,1400.0
1460562003060900307,1400.0
1460562003110897800,1400.0
1460562003160942095,1400.0
1460562003210940035,1400.0
1460562003260997688,1400.0
1460562003310923939,1400.0
1460562003360896616,1400.0
1460562003410955599,1400.0
1460562003460939183,1400.0
1460562003510886753,1400.0
1460562003560972605,1400.0
1460562003611042845,1400.0
1460562003660924920,1400.0
1460562003711047606,1400.0
1460562003760890295,1400.0
1460562003810913437,1400.0
1460562003860938399,1400.0
1460562003910929402,1400.0
1460562003960940831,1400.0
1460562004010886737,1400.0
1460562004060906756,1400.0
1460562004110915341,1400.0
1460562004160858779,1400.0
1460562004210921777,1400.0
1460562004260898407,1400.0
1460562004310890577,1400.0
1460562004360901175,1400.0
1460562004410907212,1400.0
1460562004460900660,1400.0
1460562004510918809,1400.0
1460562004560896783,1400.0
1460562004610924625,1400.0
1460562004660904483,1400.0
1460562004710933711,1400.0
1460562004760915989,1400.0
1460562004810901762,1400.0
1460562004861010252,1400.0
1460562004910901417,1400.0
1460562004960962773,1400.0
1460562005010938150,1400.0
1460562005060916542,1400.0
1460562005110921174,1400.0
1460562005160925582,1400.0
1460562005210895713,1400.0
1460562005260884768,1400.0
1460562005310900528,1400.0
1460562005360892479,1400.0
1460562005410900918,1400.0
1460562005460902789,1400.0
1460562005510896187,1400.0
1460562005560903194,1400.0
1460562005610905381,1400.0
1460562005660926119,1400.0
1460562005710886029,1400.0
1460562005760946277,1400.0
1460562005810938658,1400.0
1460562005860897949,1400.0
1460562005910928995,1400.0
1460562005960914781,1400.0
1460562006010927816,1400.0
1460562006060900097,1400.0
1460562006111065989,1400.0
1460562006160914027,1400.0
1460562006210907406,1400.0
1460562006260891819,1400.0
1460562006310922474,1400.0
1460562006360896507,1400.0
1460562006410886000,1400.0
1460562006460899609,1400.0
1460562006510892923,1400.0
1460562006560894790,1400.0
1460562006610904716,1400.0
1460562006660922453,1400.0
1460562006710875625,1400.0
1460562006760907197,1400.0
1460562006810936839,1400.0
1460562006860924591,1400.0
1460562006910902136,1400.0
1460562006960900872,1400.0
1460562007010900731,1400.0
1460562007060946754,1400.0
1460562007110940901,1400.0
1460562007160891509,1400.0
1460562007210890271,1400.0
1460562007260905871,1400.0
1460562007310911904,1400.0
1460562007360913791,1400.0
1460562007410886006,1400.0
1460562007460918416,1400.0
1460562007510888715,1400.0
1460562007560882923,1400.0
1460562007610914298,1400.0
1460562007660877873,1400.0
1460562007710883352,1400.0
1460562007760904455,1400.0
1460562007810931048,1400.0
1460562007860896147,1400.0
1460562007910916663,1400.0
1460562007960937394,1400.0
1460562008011006748,1700.0
1460562008060929068,1700.0
1460562008110942790,1700.0
